,0
7413,"Across the light huge black shapes, grotesque and strange, moved busily to and fro"
7414,"It seemed indeed as if the whole country in that direction was on fire—a broad hillside set with minute tongues of flame, swaying and writhing with the gusts of the dying storm, and throwing a red reflection upon the cloud scud above"
7415,"I could not see what they were doing, nor the clear form of them, nor recognise the black objects they were busied upon"
7416,"there were a black heap and a vivid glare, and to the right of that a row of yellow oblongs"
7417,"It was the strangest spectacle, that black expanse set with fire"
7418,Later I saw against the light of Woking station a number of black figures hurrying one after the other across the line
7419,"With a queer feeling of impersonal interest I turned my desk chair to the window, sat down, and stared at the blackened country, and particularly at the three gigantic black things that were going to and fro in the glare about the sand-pits"
7420,"A kind of arm carried a complicated metallic case, about which green flashes scintillated, and out of the funnel of this there smoked the Heat-Ray"
7421,"Yet here and there some object had had the luck to escape—a white railway signal here, the end of a greenhouse there, white and fresh amid the wreckage"
7422,"It seemed to me that the pit had been enlarged, and ever and again puffs of vivid green vapour streamed up and out of it towards the brightening dawn—streamed up, whirled, broke, and vanished"
7423,"for the most part the trees had fallen, but a certain proportion still stood, dismal grey stems, with dark brown foliage instead of green"
7424,"Farther on towards Weybridge, just over the bridge, there were a number of men in white fatigue jackets throwing up a long rampart, and more guns behind"
7425,"Three or four black government waggons, with crosses in white circles, and an old omnibus, among other vehicles, were being loaded in the village street"
7426,“Here they are!” shouted a man in a blue jersey
7427,"The hood bulged, flashed, was whirled off in a dozen tattered fragments of red flesh and glittering metal"
7428,"I splashed through the tumultuous water, pushing aside a man in black to do so, until I could see round the bend"
7429,"When for a moment I raised my head to take breath and throw the hair and water from my eyes, the steam was rising in a whirling white fog that at first hid the Martians altogether"
7430,"Dense black smoke was leaping up to mingle with the steam from the river, and as the Heat-Ray went to and fro over Weybridge its impact was marked by flashes of incandescent white, that gave place at once to a smoky dance of lurid flames"
7431,Then suddenly the white flashes of the Heat-Ray came leaping towards me
7432,"Every minute a fresh gun came into position until, before twilight, every copse, every row of suburban villas on the hilly slopes about Kingston and Richmond, masked an expectant black muzzle"
7433,"And through the charred and desolated area—perhaps twenty square miles altogether—that encircled the Martian encampment on Horsell Common, through charred and ruined villages among the green trees, through the blackened and smoking arcades that had been but a day ago pine spinneys, crawled the devoted scouts with the heliographs that were presently to warn the gunners of the Martian approach"
7434,"They were hard at work there far into the night, and the towering pillar of dense green smoke that rose therefrom could be seen from the hills about Merrow, and even, it is said, from Banstead and Epsom Downs"
7435,"Once, however, I made out a string of black figures hurrying across the meadows from the direction of Weybridge"
7436,"It was strange to see the place quite tranquil, quite desolate under the hot blue sky, with the smoke and little threads of flame going straight up into the heat of the afternoon"
7437,He extended a thin white hand and spoke in almost a complaining tone
7438,"A man in a blue and white blazer addressed my brother, full of strange tidings"
7439,On the bridge a number of loafers were watching a curious brown scum that came drifting down the stream in patches
7440,"All down Wellington Street people could be seen fluttering out the pink sheets and reading, and the Strand was suddenly noisy with the voices of an army of hawkers following these pioneers"
7441,He was dirty and white in the face
7442,"There was a noise of doors opening, and window after window in the houses opposite flashed from darkness into yellow illumination"
7443,"Unable from his window to learn what was happening, my brother went down and out into the street, just as the sky between the parapets of the houses grew pink with the early dawn"
7444,“The Martians are able to discharge enormous clouds of a black and poisonous vapour by means of rockets
7445,"Sickly yellow lights went to and fro in the houses, and some of the passing cabs flaunted unextinguished lamps"
7446,"So far as one can ascertain from the conflicting accounts that have been put forth, the majority of them remained busied with preparations in the Horsell pit until nine that night, hurrying on some operation that disengaged huge volumes of green smoke"
7447,"The Martian who had been overthrown crawled tediously out of his hood, a small brown figure, oddly suggestive from that distance of a speck of blight, and apparently engaged in the repair of his support"
7448,"It was a few minutes past nine that night when these three sentinels were joined by four other Martians, each carrying a thick black tube"
7449,"At the same time four of their fighting machines, similarly armed with tubes, crossed the river, and two of them, black against the western sky, came into sight of myself and the curate as we hurried wearily and painfully along the road that runs northward out of Halliford"
7450,"The Martians had but to advance into the line of fire, and instantly those motionless black forms of men, those guns glittering so darkly in the early night, would explode into a thunderous fury of battle"
7451,"But all I saw was the deep blue sky above, with one solitary star, and the white mist spreading wide and low beneath"
7452,"Moved by a sudden thought, I looked northward, and there I perceived a third of these cloudy black kopjes had risen"
7453,"Save that an unknown element giving a group of four lines in the blue of the spectrum is concerned, we are still entirely ignorant of the nature of this substance"
7454,"Once the tumultuous upheaval of its dispersion was over, the black smoke clung so closely to the ground, even before its precipitation, that fifty feet up in the air, on the roofs and upper stories of high houses and on great trees, there was a chance of escaping its poison altogether, as was proved even that night at Street Cobham and Ditton"
7455,"For a day and a half he remained there, weary, starving and sun-scorched, the earth under the blue sky and against the prospect of the distant hills a velvet-black expanse, with red roofs, green trees, and, later, black-veiled shrubs and gates, barns, outhouses, and walls, rising here and there into the sunlight"
7456,"But that was at Street Cobham, where the black vapour was allowed to remain until it sank of its own accord into the ground"
7457,"These continued intermittently for the space of a quarter of an hour, sending chance shots at the invisible Martians at Hampton and Ditton, and then the pale beams of the electric light vanished, and were replaced by a bright red glow"
7458,"Then the fourth cylinder fell—a brilliant green meteor—as I learned afterwards, in Bushey Park"
7459,"Before the guns on the Richmond and Kingston line of hills began, there was a fitful cannonade far away in the southwest, due, I believe, to guns being fired haphazard before the black vapour could overwhelm the gunners"
7460,"Wherever there was a possibility of guns being laid for them unseen, a fresh canister of the black vapour was discharged, and where the guns were openly displayed the Heat-Ray was brought to bear"
7461,"By midnight the blazing trees along the slopes of Richmond Park and the glare of Kingston Hill threw their light upon a network of black smoke, blotting out the whole valley of the Thames and extending as far as the eye could reach"
7462,"Before dawn the black vapour was pouring through the streets of Richmond, and the disintegrating organism of government was, with a last expiring effort, rousing the population of London to the necessity of flight"
7463,"By midday a Martian had been seen at Barnes, and a cloud of slowly sinking black vapour drove along the Thames and across the flats of Lambeth, cutting off all escape over the bridges in its sluggish advance"
7464,She turned without a word—they were both panting—and they went back to where the lady in white struggled to hold back the frightened pony
7465,"Then round the corner of the lane, from between the villas that guarded it at its confluence with the high road, came a little cart drawn by a sweating black pony and driven by a sallow youth in a bowler hat, grey with dust"
7466,"“This’ll tike us rahnd Edgware?” asked the driver, wild-eyed, white-faced;"
7467,"My brother noticed a pale grey smoke or haze rising among the houses in front of them, and veiling the white façade of a terrace beyond the road that appeared between the backs of the villas"
7468,"Mrs. Elphinstone suddenly cried out at a number of tongues of smoky red flame leaping up above the houses in front of them against the hot, blue sky"
7469,"A great bank of dust, white and luminous in the blaze of the sun, made everything within twenty feet of the ground grey and indistinct and was perpetually renewed by the hurrying feet of a dense crowd of horses and of men and women on foot, and by the wheels of vehicles of every description"
7470,"And, indeed, a little way up the road a villa was burning and sending rolling masses of black smoke across the road to add to the confusion"
7471,"the black heads, the crowded forms, grew into distinctness as they rushed towards the corner, hurried past, and merged their individuality again in a receding multitude that was swallowed up at last in a cloud of dust"
7472,"Fighting side by side with them pushed some weary street outcast in faded black rags, wide-eyed, loud-voiced, and foul-mouthed"
7473,"Their skins were dry, their lips black and cracked"
7474,"A little old man, with a grey military moustache and a filthy black frock coat, limped out and sat down beside the trap, removed his boot—his sock was blood-stained—shook out a pebble, and hobbled on again;"
7475,My brother saw dimly through the dust that two men lifted out something on a white stretcher and put it gently on the grass beneath the privet hedge
7476,"My brother stood up and yelled at the next driver, and a man on a black horse came to his assistance"
7477,"There was a concussion, and the black horse came staggering sideways, and the carthorse pushed beside it"
7478,"He saw Miss Elphinstone covering her eyes, and a little child, with all a child’s want of sympathetic imagination, staring with dilated eyes at a dusty something that lay black and still, ground and crushed under the rolling wheels"
7479,"As they passed the bend in the lane my brother saw the face of the dying man in the ditch under the privet, deadly white and drawn, and shining with perspiration"
7480,"Miss Elphinstone was white and pale, and her sister-in-law sat weeping, too wretched even to call upon “George"
7481,"My brother, with the cabman’s whip marks red across his face and hands, scrambled into the chaise and took the reins from her"
7482,"If one could have hung that June morning in a balloon in the blazing blue above London every northward and eastward road running out of the tangled maze of streets would have seemed stippled black with the streaming fugitives, each dot a human agony of terror and physical distress"
7483,"I have set forth at length in the last chapter my brother’s account of the road through Chipping Barnet, in order that my readers may realise how that swarming of black dots appeared to one of those concerned"
7484,"Steadily, incessantly, each black splash grew and spread, shooting out ramifications this way and that, now banking itself against rising ground, now pouring swiftly over a crest into a new-found valley, exactly as a gout of ink would spread itself upon blotting paper"
7485,"And beyond, over the blue hills that rise southward of the river, the glittering Martians went to and fro, calmly and methodically spreading their poison cloud over this patch of country and then over that, laying it again with their steam jets when it had served its purpose, and taking possession of the conquered country"
7486,About one o’clock in the afternoon the thinning remnant of a cloud of the black vapour appeared between the arches of Blackfriars Bridge
7487,"My brother, keeping watch beside the women in the chaise in a meadow, saw the green flash of it far beyond the hills"
7488,"and beyond were ships of larger burden, a multitude of filthy colliers, trim merchantmen, cattle ships, passenger boats, petroleum tanks, ocean tramps, an old white transport even, neat white and grey liners from Southampton and Hamburg;"
7489,"and along the blue coast across the Blackwater my brother could make out dimly a dense swarm of boats chaffering with the people on the beach, a swarm which also extended up the Blackwater almost to Maldon"
7490,"It was the only warship in sight, but far away to the right over the smooth surface of the sea—for that day there was a dead calm—lay a serpent of black smoke to mark the next ironclads of the Channel Fleet, which hovered in an extended line, steam up and ready for action, across the Thames estuary during the course of the Martian conquest, vigilant and yet powerless to prevent it"
7491,"At the same time, far away in the southeast the masts and upperworks of three ironclads rose one after the other out of the sea, beneath clouds of black smoke"
7492,"The little steamer was already flapping her way eastward of the big crescent of shipping, and the low Essex coast was growing blue and hazy, when a Martian appeared, small and faint in the remote distance, advancing along the muddy coast from the direction of Foulness"
7493,She was steaming at such a pace that in a minute she seemed halfway between the steamboat and the Martians—a diminishing black bulk against the receding horizontal expanse of the Essex coast
7494,Suddenly the foremost Martian lowered his tube and discharged a canister of the black gas at the ironclad
7495,It must have driven through the iron of the ship’s side like a white-hot iron rod through paper
7496,"For, surging out beyond the white tumult, drove something long and black, the flames streaming from its middle parts, its ventilators and funnels spouting fire"
7497,"and when at last the confusion cleared, the drifting bank of black vapour intervened, and nothing of the Thunder Child could be made out, nor could the third Martian be seen"
7498,"The little vessel continued to beat its way seaward, and the ironclads receded slowly towards the coast, which was hidden still by a marbled bank of vapour, part steam, part black gas, eddying and combining in the strangest way"
7499,"Then suddenly out of the golden haze of the sunset came the vibration of guns, and a form of black shadows moving"
7500,"When at last we crept across the sodden rooms and looked out again, the country northward was as though a black snowstorm had passed over it"
7501,"Looking towards the river, we were astonished to see an unaccountable redness mingling with the black of the scorched meadows"
7502,"In Sunbury, and at intervals along the road, were dead bodies lying in contorted attitudes, horses as well as men, overturned carts and luggage, all covered thickly with black dust"
7503,"We got to Hampton Court without misadventure, our minds full of strange and unfamiliar appearances, and at Hampton Court our eyes were relieved to find a patch of green that had escaped the suffocating drift"
7504,"We hurried across the exposed bridge, of course, but I noticed floating down the stream a number of red masses, some many feet across"
7505,"Here again on the Surrey side were black dust that had once been smoke, and dead bodies—a heap near the approach to the station;"
7506,"Four or five little black figures hurried before it across the green-grey of the field, and in a moment it was evident this Martian pursued them"
7507,"Here there stood a white house within a walled garden, and in the pantry of this domicile we found a store of food—two loaves of bread in a pan, an uncooked steak, and the half of a ham"
7508,"“It can’t be midnight yet,” I said, and then came a blinding glare of vivid green light"
7509,"Everything in the kitchen leaped out, clearly visible in green and black, and vanished again"
7510,"Contrasting vividly with this ruin was the neat dresser, stained in the fashion, pale green, and with a number of copper and tin vessels below it, the wallpaper imitating blue and white tiles, and a couple of coloured supplements fluttering from the walls above the kitchen range"
7511,Through the aperture in the wall I could see the top of a tree touched with gold and the warm blue of a tranquil evening sky
7512,"The heavy beating sound was evidently just behind us, and ever and again a bright green vapour drove up like a veil across our peephole"
7513,"And speaking of the differences between the life on Mars and terrestrial life, I may allude here to the curious suggestions of the red weed"
7514,"Apparently the vegetable kingdom in Mars, instead of having green for a dominant colour, is of a vivid blood-red tint"
7515,"At any rate, the seeds which the Martians (intentionally or accidentally) brought with them gave rise in all cases to red-coloured growths"
7516,"Only that known popularly as the red weed, however, gained any footing in competition with terrestrial forms"
7517,"The red creeper was quite a transitory growth, and few people have seen it growing"
7518,"For a time, however, the red weed grew with astonishing vigour and luxuriance"
7519,"The Martians had what appears to have been an auditory organ, a single round drum at the back of the head-body, and eyes with a visual range not very different from ours except that, according to Philips, blue and violet were as black to them"
7520,"and down on the left a busy little digging mechanism had come into view, emitting jets of green vapour and working its way round the pit, excavating and embanking in a methodical and discriminating manner"
7521,"This was a body resembling a milk can in its general form, above which oscillated a pear-shaped receptacle, and from which a stream of white powder flowed into a circular basin below"
7522,From this unseen receiver a little thread of green smoke rose vertically into the quiet air
7523,"In another second it had lifted a bar of white aluminium into sight, untarnished as yet, and shining dazzlingly, and deposited it in a growing stack of bars that stood at the side of the pit"
7524,"The twilight had now come, the stars were little and faint, but the pit was illuminated by the flickering green fire that came from the aluminium-making"
7525,"The whole picture was a flickering scheme of green gleams and shifting rusty black shadows, strangely trying to the eyes"
7526,"The sprawling Martians were no longer to be seen, the mound of blue-green powder had risen to cover them from sight, and a fighting-machine, with its legs contracted, crumpled, and abbreviated, stood across the corner of the pit"
7527,As the green flames lifted I could see the oily gleam of his integument and the brightness of his eyes
7528,"and as this black object came down again, I saw by the green brightness that it was a man"
7529,"Except for the pale glow from the handling-machine and the bars and patches of white moonlight the pit was in darkness, and, except for the clinking of the handling-machine, quite still"
7530,It was like a black worm swaying its blind head to and fro
7531,"On the fourteenth day I went into the kitchen, and I was surprised to find that the fronds of the red weed had grown right across the hole in the wall, turning the half-light of the place into a crimson-coloured obscurity"
7532,"For a long while I lay close to the peephole, but not daring to move aside the red plants that obscured it"
7533,"Save for the big mound of greyish-blue powder in one corner, certain bars of aluminium in another, the black birds, and the skeletons of the killed, the place was merely an empty circular pit in the sand"
7534,"Slowly I thrust myself out through the red weed, and stood upon the mound of rubble"
7535,"When I had last seen this part of Sheen in the daylight it had been a straggling street of comfortable white and red houses, interspersed with abundant shady trees"
7536,"Now I stood on a mound of smashed brickwork, clay, and gravel, over which spread a multitude of red cactus-shaped plants, knee-high, without a solitary terrestrial growth to dispute their footing"
7537,"The trees near me were dead and brown, but further a network of red thread scaled the still living stems"
7538,The red weed grew tumultuously in their roofless rooms
7539,A gentle breeze kept the red weed that covered every scrap of unoccupied ground gently swaying
7540,"In the direction away from the pit I saw, beyond a red-covered wall, a patch of garden ground unburied"
7541,"This gave me a hint, and I went knee-deep, and sometimes neck-deep, in the red weed"
7542,"Some way farther, in a grassy place, was a group of mushrooms which also I devoured, and then I came upon a brown sheet of flowing shallow water, where meadows used to be"
7543,"At first I was surprised at this flood in a hot, dry summer, but afterwards I discovered that it was caused by the tropical exuberance of the red weed"
7544,"As the water spread the weed followed them, until the ruined villas of the Thames valley were for a time lost in this red swamp, whose margin I explored, and much of the desolation the Martians had caused was concealed"
7545,In the end the red weed succumbed almost as quickly as it had spread
7546,"Now by the action of natural selection, all terrestrial plants have acquired a resisting power against bacterial diseases—they never succumb without a severe struggle, but the red weed rotted like a thing already dead"
7547,"I drank a great deal of it and, moved by an impulse, gnawed some fronds of red weed;"
7548,"I found the water was sufficiently shallow for me to wade securely, although the red weed impeded my feet a little;"
7549,The red weed was less abundant;
7550,the tall trees along the lane were free from the red creeper
7551,"blackened trees, blackened, desolate ruins, and down the hill the sheets of the flooded river, red-tinged with the weed"
7552,That dark expanse was lit in patches by yellow gorse and broom;
7553,"there was no red weed to be seen, and as I prowled, hesitating, on the verge of the open, the sun rose, flooding it all with light and vitality"
7554,"Nearer, I distinguished the green slime of ditches mixing with the pale drab of dried clay and shiny, coaly patches"
7555,"His black hair fell over his eyes, and his face was dark and dirty and sunken, so that at first I did not recognise him"
7556,There was a red cut across the lower part of his face
7557,"These green stars—I’ve seen none these five or six days, but I’ve no doubt they’re falling somewhere every night"
7558,Fancy those brown creepers!”
7559,The artilleryman paused and laid a brown hand upon my arm
7560,"From this position a shrubbery hid the greater portion of Putney, but we could see the river below, a bubbly mass of red weed, and the low parts of Lambeth flooded and red"
7561,"The red creeper swarmed up the trees about the old palace, and their branches stretched gaunt and dead, and set with shrivelled leaves, from amid its clusters"
7562,"laburnums, pink mays, snowballs, and trees of arbor-vitae, rose out of laurels and hydrangeas, green and brilliant into the sunlight"
7563,"Beyond Kensington dense smoke was rising, and that and a blue haze hid the northward hills"
7564,"the fires near Kensington glowed redly, and now and then an orange-red tongue of flame flashed up and vanished in the deep blue night"
7565,"Then, nearer, I perceived a strange light, a pale, violet-purple fluorescent glow, quivering under the night breeze"
7566,"For a space I could not understand it, and then I knew that it must be the red weed from which this faint irradiation proceeded"
7567,"I glanced from that to Mars, red and clear, glowing high in the west, and then gazed long and earnestly at the darkness of Hampstead and Highgate"
7568,"The red weed was tumultuous at that time, and nearly choked the bridge roadway;"
7569,"He was as black as a sweep with the black dust, alive, but helplessly and speechlessly drunk"
7570,"There was black dust along the roadway from the bridge onwards, and it grew thicker in Fulham"
7571,"Some way towards Walham Green the streets became clear of powder, and I passed a white terrace of houses on fire;"
7572,Here I came once more upon the black powder in the streets and upon dead bodies
7573,"The black powder covered them over, and softened their outlines"
7574,"Where there was no black powder, it was curiously like a Sunday in the City, with the closed shops, the houses locked up and the blinds drawn, the desertion, and the stillness"
7575,"the hand that hung over her knee was gashed and bled down her rusty brown dress, and a smashed magnum of champagne formed a pool across the pavement"
7576,In South Kensington the streets were clear of dead and of black powder
7577,"Why was I alone when all London was lying in state, and in its black shroud?"
7578,"I came into Oxford Street by the Marble Arch, and here again were black powder and several bodies, and an evil, ominous smell from the gratings of the cellars of some of the houses"
7579,"I was weary after eating, and went into the parlour behind the bar, and slept on a black horsehair sofa I found there"
7580,"A couple of hundred yards out of Baker Street I heard a yelping chorus, and saw, first a dog with a piece of putrescent red meat in his jaws coming headlong towards me, and then a pack of starving mongrels in pursuit of him"
7581,"A little beyond the ruins about the smashed handling-machine I came upon the red weed again, and found the Regent’s Canal, a spongy mass of dark-red vegetation"
7582,"All about me the red weed clambered among the ruins, writhing to get above me in the dimness"
7583,The windows in the white houses were like the eye sockets of skulls
7584,"In front of me the road became pitchy black as though it was tarred, and I saw a contorted shape lying across the pathway"
7585,"I marched on recklessly towards this Titan, and then, as I drew nearer and the light grew, I saw that a multitude of black birds was circling and clustering about the hood"
7586,I hurried through the red weed that choked St
7587,slain as the red weed was being slain;
7588,"At the sound of a cawing overhead I looked up at the huge fighting-machine that would fight no more for ever, at the tattered red shreds of flesh that dripped down upon the overturned seats on the summit of Primrose Hill"
7589,"Eastward, over the blackened ruins of the Albert Terrace and the splintered spire of the church, the sun blazed dazzling in a clear sky, and here and there some facet in the great wilderness of roofs caught the light and glared with a white intensity"
7590,"Northward were Kilburn and Hampsted, blue and crowded with houses;"
7591,"and southward, beyond the Martians, the green waves of Regent’s Park, the Langham Hotel, the dome of the Albert Hall, the Imperial Institute, and the giant mansions of the Brompton Road came out clear and little in the sunrise, the jagged ruins of Westminster rising hazily beyond"
7592,"Far away and blue were the Surrey hills, and the towers of the Crystal Palace glittered like two silver rods"
7593,"But then I noticed how yellow were the skins of the people I met, how shaggy the hair of the men, how large and bright their eyes, and that every other man still wore his dirty rags"
7594,Haggard special constables with white badges stood at the corners of every street
7595,"I saw little of the mischief wrought by the Martians until I reached Wellington Street, and there I saw the red weed clambering over the buttresses of Waterloo Bridge"
7596,"At the corner of the bridge, too, I saw one of the common contrasts of that grotesque time—a sheet of paper flaunting against a thicket of the red weed, transfixed by a stick that kept it in place"
7597,"The Wandle, the Mole, every little stream, was a heaped mass of red weed, in appearance between butcher’s meat and pickled cabbage"
7598,"The Surrey pine woods were too dry, however, for the festoons of the red climber"
7599,"The nursery grounds were everywhere crimson with the weed, a wide expanse of livid colour cut with purple shadows, and very painful to the eye"
7600,One’s gaze went with infinite relief from the scorched greys and sullen reds of the foreground to the blue-green softness of the eastward hills
7601,"Here, moved by curiosity, I turned aside to find, among a tangle of red fronds, the warped and broken dog cart with the whitened bones of the horse scattered and gnawed"
7602,"Then I returned through the pine wood, neck-high with red weed here and there, to find the landlord of the Spotted Dog had already found burial, and so came home past the College Arms"
7603,"And there, amazed and afraid, even as I stood amazed and afraid, were my cousin and my wife—my wife white and tearless"
7604,"Spectrum analysis of the black powder points unmistakably to the presence of an unknown element with a brilliant group of three lines in the green, and it is possible that it combines with argon to form a compound which acts at once with deadly effect upon some constituent in the blood"
7605,"None of the brown scum that drifted down the Thames after the destruction of Shepperton was examined at the time, and now none is forthcoming"
7606,"Of a night I see the black powder darkening the silent streets, and the contorted bodies shrouded in that layer;"
7607,"And strange, too, it is to stand on Primrose Hill, as I did but a day before writing this last chapter, to see the great province of houses, dim and blue through the haze of the smoke and mist, vanishing at last into the vague lower sky, to see the people walking to and fro among the flower beds on the hill, to see the sight-seers about the Martian machine that stands there still, to hear the tumult of playing children, and to recall the time when I saw it all bright and clear-cut, hard and silent, under the dawn of that last great day"
7608,"Yet so miserably had he conducted himself, that though she was at this present time (the summer of ) wearing black ribbons for his wife, she could not admit him to be worth thinking of again"
7609,""" ""Then I take it for granted,"" observed Sir Walter, ""that his face is about as orange as the cuffs and capes of my livery"
7610,"but having engagements of her own which must take her from Kellynch for several weeks, she was unable to give the full invitation she wished, and Anne though dreading the possible heats of September in all the white glare of Bath, and grieving to forego all the influence so sweet and so sad of the autumnal months in the country, did not think that, everything considered, she wished to remain"
7611,"could the originals of the portraits against the wainscot, could the gentlemen in brown velvet and the ladies in blue satin have seen what was going on, have been conscious of such an overthrow of all order and neatness!"
7612,"That she was coming to apologize, and that they should have to spend the evening by themselves, was the first black idea;"
7613,"and, above all, Pinny, with its green chasms between romantic rocks, where the scattered forest trees and orchards of luxuriant growth, declare that many a generation must have passed away since the first partial falling of the cliff prepared the ground for such a state, where a scene so wonderful and so lovely is exhibited, as may more than equal any of the resembling scenes of the far-famed Isle of Wight:"
7614,"Lord Byron's ""dark blue seas"" could not fail of being brought forward by their present view, and she gladly gave him all her attention as long as attention was possible"
7615,"""The last time I saw her she had a red nose, but I hope that may not happen every day"
7616,"he is black at heart, hollow and black!"" Anne's astonished air, and exclamation of wonder, made her pause, and in a calmer manner, she added, ""My expressions startle you"
7617,"Yet so miserably had he conducted himself, that though she was at this present time (the summer of ) wearing black ribbons for his wife, she could not admit him to be worth thinking of again"
7618,"""Then I take it for granted,"" observed Sir Walter, ""that his face is about as orange as the cuffs and capes of my livery"
7619,"but having engagements of her own which must take her from Kellynch for several weeks, she was unable to give the full invitation she wished, and Anne though dreading the possible heats of September in all the white glare of Bath, and grieving to forego all the influence so sweet and so sad of the autumnal months in the country, did not think that, everything considered, she wished to remain"
7620,"could the originals of the portraits against the wainscot, could the gentlemen in brown velvet and the ladies in blue satin have seen what was going on, have been conscious of such an overthrow of all order and neatness!"
7621,"That she was coming to apologize, and that they should have to spend the evening by themselves, was the first black idea;"
7622,"and, above all, Pinny, with its green chasms between romantic rocks, where the scattered forest trees and orchards of luxuriant growth, declare that many a generation must have passed away since the first partial falling of the cliff prepared the ground for such a state, where a scene so wonderful and so lovely is exhibited, as may more than equal any of the resembling scenes of the far-famed Isle of Wight:"
7623,"Lord Byron's ""dark blue seas"" could not fail of being brought forward by their present view, and she gladly gave him all her attention as long as attention was possible"
7624,"""The last time I saw her she had a red nose, but I hope that may not happen every day"
7625,"he is black at heart, hollow and black!"""
7626,"for I had never heard of white men or Europeans, nor of the sea:"
7627,"Each master of a family has a large square piece of ground, surrounded with a moat or fence, or enclosed with a wall made of red earth tempered;"
7628,"we call them Oye-Eboe, which term signifies red men living at a distance"
7629,"It is perhaps something remarkable, that when our people march to the field a red flag or banner is borne before them"
7630,"I believe it was gold he worked, for it was of a lovely bright yellow colour, and was worn by the women on their wrists and ancles"
7631,"Their money consisted of little white shells, the size of the finger nail"
7632,"When I looked round the ship too and saw a large furnace or copper boiling, and a multitude of black people of every description chained together, every one of their countenances expressing dejection and sorrow, I no longer doubted of my fate;"
7633,"When I recovered a little I found some black people about me, who I believed were some of those who brought me on board, and had been receiving their pay;"
7634,"I asked them if we were not to be eaten by those white men with horrible looks, red faces, and loose hair"
7635,"but soon, to my grief, two of the white men offered me eatables;"
7636,they gave me to understand we were to be carried to these white people's country to work for them
7637,"but still I feared I should be put to death, the white people looked and acted, as I thought, in so savage a manner;"
7638,"One white man in particular I saw, when we were permitted to be on deck, flogged so unmercifully with a large rope near the foremast, that he died in consequence of it;"
7639,and the white men had some spell or magic they put in the water when they liked in order to stop the vessel
7640,"Several of the strangers also shook hands with us black people, and made motions with their hands, signifying I suppose we were to go to their country;"
7641,"and, when soon after we were all put down under the deck again, there was much dread and trembling among us, and nothing but bitter cries to be heard all the night from these apprehensions, insomuch that at last the white people got some old slaves from the land to pacify us"
7642,"when I came into the room where he was I was very much affrighted at some things I saw, and the more so as I had seen a black woman slave as I came through the house, who was cooking the dinner, and the poor creature was cruelly loaded with various kinds of iron machines;"
7643,"I was conducted on horseback by an elderly black man, (a mode of travelling which appeared very odd to me)"
7644,"and every body on board used me very kindly, quite contrary to what I had seen of any white people before;"
7645,"and I did not know what to think of these white people, though I very much feared they would kill and eat me"
7646,"Sometimes he would say to me—the black people were not good to eat, and would ask me if we did not eat people in my country"
7647,"and, as the white people did not make any offerings at any time, I thought they were angry with them:"
7648,"and from what I could understand by him of this God, and in seeing these white people did not sell one another, as we did, I was much pleased;"
7649,I was astonished at the wisdom of the white people in all things I saw;
7650,This was the first time I ever fought with a white boy;
7651,"The crew of the Royal George were turned over to her, and the flag of that gallant admiral was hoisted on board, the blue at the maintop-gallant mast head"
7652,"and, indeed, he conducted me to a black young woman, who was so like my sister, that, at first sight, I really thought it was her:"
7653,I was one day in a field belonging to a gentleman who had a black boy about my own size;
7654,they also styled me the black Christian
7655,"and they confessed they had made at one time a false bill of sale, and sold two Portuguese white men among a lot of slaves"
7656,"and, by his frugality, had saved so much money by working on shipboard, that he had got a white man to buy him a boat, unknown to his master"
7657,he was therefore obliged to send a white man along with me to those places;
7658,"And yet in Montserrat I have seen a negro man staked to the ground, and cut most shockingly, and then his ears cut off bit by bit, because he had been connected with a white woman who was a common prostitute:"
7659,"but most heinous in a black man only to gratify a passion of nature, where the temptation was offered by one of a different colour, though the most abandoned woman of her species"
7660,Nothing is more common than for the white people on this occasion to take the grass from them without paying for it;
7661,"Pray, reader, are these sons and daughters of the French planter less his children by being begotten on a black woman?"
7662,and at other times some other white people would serve him in the same manner
7663,"One day he said to me, very movingly, 'Sometimes when a white man take away my fish I go to my maser, and he get me my right;"
7664,She felt her pride alarmed at the superiority of her rival in being attended by a black servant:
7665,"""A black, who, a few days before had ran away from his master, and got himself christened, with intent to marry a white woman his fellow-servant, being taken and sent on board a ship in the Thames, took an opportunity of shooting himself through the head"
7666,"I had often heard of some wonders that were to be seen on this hill, and I went once with some white and black people to visit it"
7667,"Some of these ponds were as white as milk, some quite blue, and many others of different colours"
7668,"and the silver shoe buckles, and all the other things of that metal we had among us, were, in a little time, turned as black as lead"
7669,and tell my master I was better to him on board than any three white men he had;
7670,"but we had scarcely landed when we were met by two white men, who presently took our three bags from us"
7671,"Kitt's, a very curious imposition on human nature took place:—A white man wanted to marry in the church a free black woman that had land and slaves in Montserrat:"
7672,but the clergyman told him it was against the law of the place to marry a white and a black in the church
7673,"Our mate, and all the white sailors, left our vessel on this account, and went on board of the French ships"
7674,"but here, particularly in Charles Town, I met with buyers, white men, who imposed on me as in other places"
7675,"the white men buying them with smooth promises and fair words, giving me however but very indifferent payment"
7676,"and though, when the Sabbath came (which the negroes usually make their holiday) I was much inclined to go to public worship, I was obliged to hire some black men to help to pull a boat across the water to God in quest of this gentleman"
7677,"Immediately after, as I was trying to pass them in the market, amongst other white men, I was abused for offering to pass bad coin;"
